Star,Ra,Dec,Mag
89861.0,4.800957431,0.3832994514,5.019
89908.0,4.8029600357,1.2450782239,4.2004
89918.0,4.803441507,0.0589422983,5.0124
89925.0,4.803798377,0.5211342599,5.6804
89931.0,4.8039912526,-0.5205974986,2.8654
89935.0,4.8040927662,0.5038736745,5.1845
89937.0,4.804188834,1.269442503,3.6666
89962.0,4.8053947027,-0.0505643176,3.3995
89968.0,4.8056905263,-0.3291688081,5.8554
89981.0,4.8063956724,0.8573313744,5.0955
90023.0,4.8090142764,0.4063996889,5.5176
90037.0,4.8097350209,-0.6746888751,5.2196
90067.0,4.8119451583,0.3111324667,5.4133
90074.0,4.8122420297,-0.6400033818,5.2957
90096.0,4.8136302586,-0.2096962029,5.7185
90098.0,4.813735949,-1.0732711118,4.4875
90124.0,4.8148413392,-0.6324724152,5.6889
90133.0,4.8153952805,-1.3097705681,5.4885
90135.0,4.8156218466,-0.1559366207,4.8265
90139.0,4.8157827782,0.3799641544,4.0052
90156.0,4.8167195997,1.0262638086,5.0103
90185.0,4.8178611373,-0.6001195009,1.7986
90191.0,4.8181124294,0.6895315869,5.1344
90200.0,4.818435245,-0.7698682423,5.1767
90260.0,4.8215820776,-0.5368004627,5.7239
90289.0,4.823001802,-0.358518713,4.9358
90313.0,4.8242937775,0.1401852717,5.7925
90342.0,4.8257460544,0.5206140786,5.8433
90344.0,4.825761795,1.1442997543,4.9835
90414.0,4.8297630249,-0.8398019717,5.597
90422.0,4.8300845506,-0.8022986967,3.4234
90441.0,4.8311084496,0.003423107,5.305
90496.0,4.8344361918,-0.4436844643,2.9838
90497.0,4.8344728522,0.1081084936,5.7062
90541.0,4.8365338108,-0.6806010842,5.6842
90568.0,4.8381789279,-0.8564336043,4.2661
90595.0,4.8397872487,-0.2542212491,4.7103
90637.0,4.8415222847,0.4165438817,5.8467
90642.0,4.8419042263,-0.034648727,5.5387
90647.0,4.8421951984,1.3534516931,5.813
90662.0,4.8429917879,-0.8241534302,5.8512
90664.0,4.8430470153,-1.0039671903,5.9044
90687.0,4.8441499316,-0.326875285,5.7947
90762.0,4.8479769622,0.29545992,5.7849
90763.0,4.8480043444,-0.5757666963,5.4324
90797.0,4.8492828969,-1.0869594912,4.5883
90804.0,4.8495204387,-0.188422134,5.8048
90806.0,4.8495646434,-0.3211867518,5.1348
90830.0,4.8509561985,-0.8013634494,4.8913
90842.0,4.8517407031,-0.7593467565,5.8655
90844.0,4.8517963226,-0.0175050574,5.9863
90853.0,4.8521567091,-0.7986164829,5.038
90887.0,4.8535647935,-0.6929639488,5.1928
90905.0,4.8545258505,0.9956338266,4.8984
90913.0,4.8551658072,-0.2594546076,5.5517
90923.0,4.8556477014,0.5332710527,5.4532
90968.0,4.8580609437,-0.6758950363,5.6534
90982.0,4.8585719418,-0.7384917231,4.7824
90991.0,4.8592151005,-0.2592440712,5.7637
91004.0,4.8602683885,-0.4194421601,5.5877
91013.0,4.860501877,0.9137411142,5.5435
91014.0,4.8605794141,-0.5762471996,5.2447
91105.0,4.8652771734,-0.1915881742,5.2803
91117.0,4.8660097911,-0.1438728697,4.0071
91118.0,4.8660208283,0.3177091283,5.7972
91139.0,4.8673156653,0.411994189,5.7882
91217.0,4.8714929172,0.159223187,5.4678
91235.0,4.872184772,0.5841449024,5.3754
91237.0,4.8723115203,0.1164510897,5.5205
91262.0,4.8735545728,0.6768909262,0.0868
91315.0,4.87626894,1.0912926441,5.7274
91322.0,4.8764466226,-0.0054004701,5.7961
91347.0,4.8777900307,-0.3734579626,5.9952
91373.0,4.8786659009,0.6923425443,5.8693
91405.0,4.8804289567,-0.4102369431,5.7836
91438.0,4.8820820523,-0.3674180204,5.9841
91461.0,4.8835964034,-0.8361838113,5.9134
91494.0,4.885117294,-0.7537339753,5.4878
91525.0,4.8863989776,0.9109924697,5.9845
91532.0,4.8869510175,-0.1359735001,5.9413
91726.0,4.8968428034,-0.1579968617,4.7879
91755.0,4.8984088048,0.9693454041,5.0108
91792.0,4.9001670491,-1.2466490398,4.1674
91845.0,4.9022837264,-0.1444302292,5.0466
91854.0,4.9027257658,-1.1266329174,5.9273
91875.0,4.9034255256,-0.6688679497,5.1458
91883.0,4.9037653701,0.5572298668,5.7703
91918.0,4.9057830603,-0.6220688763,4.7953
91919.0,4.9058541819,0.6923717076,4.7286
91926.0,4.9060315072,0.6913702172,4.6493
91971.0,4.907744845,0.6563319405,4.3992
91973.0,4.9078796668,0.6561489333,5.7902
91974.0,4.907982434,-0.436521911,5.8324
91975.0,4.9080064294,0.0359550899,5.0034
91989.0,4.9085312543,-0.692654383,5.5577
92024.0,4.9106915431,-1.1322107542,4.8364
92027.0,4.9108006148,0.0959952549,5.8291
92041.0,4.9116003502,-0.4710779647,3.1339
92043.0,4.9116278578,0.3586149564,4.2992
92056.0,4.9121387514,1.2930333463,5.4095
92088.0,4.913426774,0.4653409154,4.9908
92111.0,4.914599074,-0.3908173454,5.4869
92112.0,4.9147209319,1.3165681301,5.3902
92117.0,4.9151804427,-0.0167837679,5.9234
92133.0,4.916234577,0.9248145415,5.8807
92136.0,4.9162524695,-0.1767152559,5.8211
92161.0,4.9175540586,0.3173223196,4.3895
92175.0,4.9182271085,-0.0828652458,4.3804
92202.0,4.9195723689,-0.0995722694,5.5178
92226.0,4.9207085419,-0.7052198596,5.352
92294.0,4.924588857,-1.1358164602,5.7822
92308.0,4.9254988214,-0.7623597689,5.5057
92312.0,4.9257101294,0.3373506993,5.9081
92367.0,4.9281757794,-0.7995395068,5.9543
92382.0,4.9287369471,-0.7580670067,5.5784
92390.0,4.9291085061,-0.3547336423,5.3628
92398.0,4.9295306798,0.5726919761,5.8726
92405.0,4.9300406212,0.5681236737,5.2648
92420.0,4.9309037606,0.5822885787,3.5618
92488.0,4.9348097484,-0.1705902518,5.9461
92512.0,4.9357916014,1.0365211815,4.7911
92549.0,4.9374638375,0.9245798132,5.6623
92609.0,4.9402298308,-1.0853776876,4.1657
92614.0,4.9404768025,0.373939697,5.3833
92630.0,4.9412602532,-0.813238247,5.6082
92646.0,4.9421620224,-0.9094411166,5.3384
92689.0,4.9446298786,0.8850266085,5.0755
92728.0,4.946812773,0.6452783752,5.5377
92747.0,4.9480150039,-0.3727987623,5.8432
92761.0,4.9487483993,-0.3969719926,5.0022
92768.0,4.9489721564,0.4871161827,5.7947
92782.0,4.9497367572,1.2443689583,4.9895
92791.0,4.9502110872,0.6440021457,4.2177
92814.0,4.9511438607,-0.272324108,5.1307
92818.0,4.9512722801,0.3952310971,4.7213
92822.0,4.9514386828,0.8527630484,5.9422
92824.0,4.951473501,-1.5290046738,5.4436
92831.0,4.9518029341,0.7261045875,5.627
92845.0,4.9528860462,-0.3956880067,5.1716
92855.0,4.9535292437,-0.4589621517,2.0095
92862.0,4.9538323876,0.7670005191,3.9348
92872.0,4.9543674189,0.1154623492,5.7238
92882.0,4.9546277289,-0.2858183896,5.6562
92931.0,4.9567840073,-0.4044576846,5.9156
92937.0,4.9571823386,0.3160058089,5.8588
92946.0,4.95769212,0.0733654477,4.6864
92951.0,4.957797707,0.0733397876,5.056
92953.0,4.9579693593,-0.7454406264,5.5081
92969.0,4.9586069943,1.1389696516,5.7866
92989.0,4.959679642,-0.6517615032,5.3103
92997.0,4.9600133429,1.0090620264,5.8367
93015.0,4.9608831877,-1.1734465592,4.4996
93017.0,4.9612052665,0.5742416614,5.3301
93026.0,4.9613626844,-0.1020356925,4.9936
93051.0,4.9623050993,0.0442506718,5.5707
93057.0,4.9625875727,-0.3605210452,5.0892
93085.0,4.9642821156,-0.3683800742,3.688
93104.0,4.9656000251,0.6678708799,5.8639
93124.0,4.9665341759,0.303005505,5.4771
93148.0,4.9674801453,-0.9239529953,4.8372
93163.0,4.9681229683,-1.0506991815,5.283
93174.0,4.9686232391,-0.6476408702,4.9201
93179.0,4.9688741014,0.2427189762,5.981
93194.0,4.9695795758,0.5705403298,3.2342
93203.0,4.9702416596,0.2377583299,5.3783
93225.0,4.9715560096,-0.2241083448,5.505
93244.0,4.9725440772,0.2629945516,4.184
93256.0,4.9731287031,0.4578074041,5.423
93279.0,4.9742481083,0.5610446478,5.1078
93299.0,4.9751825446,0.8819752379,5.3273
93340.0,4.9773493854,0.9714209304,5.6684
93393.0,4.9798139378,0.458872078,5.668
93408.0,4.9804686309,0.8191706648,5.0663
93429.0,4.9815217606,-0.1001647677,4.1784
93498.0,4.9849287461,-0.4336514024,5.7986
93506.0,4.9855855848,-0.5215063808,2.6212
93526.0,4.9868777783,-0.0645597879,5.4095
93542.0,4.9877752208,-0.7346962495,4.7352
93552.0,4.9885645331,-0.6676439777,5.8071
93574.0,4.9894369365,-1.200010429,5.9972
93580.0,4.9896228205,0.0317463968,5.8807
93667.0,4.9934637183,-0.5418729405,5.5077
93683.0,4.9946184524,-0.3794582188,3.9215
93713.0,4.9956537071,0.9319465364,5.4087
93717.0,4.9958347799,-0.070360418,5.5647
93718.0,4.9958466906,0.554041812,5.7377
93747.0,4.997794846,0.2419673781,2.9935
93763.0,4.9989996403,-0.2733254278,5.9404
93805.0,5.0014554958,-0.0852128124,3.4026
93815.0,5.0018172789,-0.9135163228,5.2902
93825.0,5.0021892252,-0.6468671394,4.3123
93843.0,5.003108769,0.4996596571,5.6001
93845.0,5.0031579882,0.4232555734,5.8231
93855.0,5.0041584291,-0.2832536013,5.998
93862.0,5.0044113179,-0.8429785734,5.9599
93864.0,5.0044729068,-0.4829293709,3.4689
93867.0,5.0046300681,0.1932307262,5.0603
93903.0,5.0060500471,0.6300667828,5.2216
93917.0,5.0065857115,0.5672609832,5.2893
93996.0,5.0103093578,-0.3366790119,5.5387
94005.0,5.0106172448,-0.7067996639,4.7339
94068.0,5.0134522756,0.1060007791,5.3163
94083.0,5.0141671997,1.3362379215,5.1936
94114.0,5.0155147273,-0.6615537802,4.126
94141.0,5.0167914026,-0.3669297384,2.9664
94150.0,5.0172850731,-1.1942300948,5.4668
94157.0,5.0176509927,-0.7311573334,5.8394
94160.0,5.0179490454,-0.6866248598,4.2728
94302.0,5.025131696,0.9923784325,5.295
94311.0,5.025530939,0.5459994414,5.918
94336.0,5.0269275052,0.8701206132,5.9819
94376.0,5.0289593472,1.1809127583,3.2296
94385.0,5.0295082962,-0.1385704306,5.3864
94434.0,5.0319056555,-0.4521583263,5.9443
94437.0,5.0320399142,-0.2143702367,5.6348
94477.0,5.0340167662,0.0400328547,5.1207
94481.0,5.0342196059,0.6832260611,4.3591
94490.0,5.0349232581,1.007146697,5.1633
94620.0,5.0408991556,0.3705700403,5.6936
94624.0,5.041099176,0.2632598539,5.7457
94630.0,5.0414443341,0.5327869746,5.9634
94643.0,5.0419942081,-0.4408109486,4.9774
94648.0,5.0420593851,1.2802900235,4.617
94703.0,5.0449498023,0.3733336536,4.742
94712.0,5.0455828095,-0.7935324899,5.5242
94713.0,5.0456083659,0.6655591072,4.5178
94720.0,5.0459492214,0.2538514222,5.651
94727.0,5.0462575873,0.0843835419,5.6079
94779.0,5.0488091876,0.9314501204,3.9512
94789.0,5.0492535313,-1.1634545885,5.5607
94820.0,5.05113452,-0.3307901939,5.0468
94827.0,5.0515381066,0.4018716439,5.4586
94834.0,5.0519281305,0.2023777528,5.349
94885.0,5.0550908444,0.0189383123,5.2687
94982.0,5.0599527917,0.215978196,5.5969
94986.0,5.0599995867,-0.6182204921,5.55
95038.0,5.0626186828,1.0060970997,5.9999
95066.0,5.0638428837,-0.094524842,5.1423
95073.0,5.064049787,-0.0155712783,5.4532
95077.0,5.0642296022,-0.3909991858,5.659
95081.0,5.0643689437,1.1469331779,4.6039
95168.0,5.0687543266,-0.3114932973,3.9884
95176.0,5.0689904369,-0.2784673199,4.5738
95222.0,5.0717457189,-0.0044030885,5.9781
95241.0,5.072965752,-0.7759543771,3.9357
95260.0,5.0738819407,0.4583658695,5.1604
95261.0,5.0739034329,-0.9498732582,5.0409
95294.0,5.0754945956,-0.7819013566,4.3514
95347.0,5.0784100789,-0.7088767591,3.9295
95372.0,5.0794587606,0.516989406,4.9499
95408.0,5.0811023412,-0.4863518066,5.9915
95447.0,5.0831093031,0.208442076,5.309
95477.0,5.0844677691,-0.4277531308,5.0816
95485.0,5.0848394852,-0.2425530154,5.8688
95498.0,5.0853471913,0.3455496974,5.3097
95501.0,5.0854351232,0.0543596572,3.4408
95503.0,5.0854292116,-0.4182232017,5.586
95556.0,5.0882982781,0.6338663192,5.1363
95557.0,5.0884370032,-0.262728775,5.7206
95560.0,5.0885979049,0.3507731393,5.609
95564.0,5.0890262104,-0.3800748015,5.7325
95572.0,5.0893893015,0.2273057146,5.8701
95582.0,5.0897209231,0.3471740925,5.954
95585.0,5.0898956743,0.0059092596,4.7784
95619.0,5.0917414076,-0.5191151138,5.6598
95656.0,5.0938867257,0.9131650372,5.7339
95690.0,5.0954976676,-0.9481553039,5.847
95732.0,5.0978737968,0.0511393176,5.8515
95771.0,5.0994456248,0.4304883328,4.5419
95785.0,5.1005122077,0.4322950387,5.989
95793.0,5.1007966273,0.0340431471,5.8243
95822.0,5.1023336479,0.2547495957,5.7389
95823.0,5.1024534176,-0.7582568179,5.7643
95853.0,5.1038037418,0.9028495279,3.8136
95865.0,5.1045188186,-0.4709860172,5.6251
95937.0,5.1079841453,-0.0486748154,5.0826
95947.0,5.1082358543,0.487988736,3.2177
95951.0,5.1083894025,0.4880861927,5.0997
96014.0,5.1108592443,0.8780157078,5.7099
96052.0,5.1128199447,0.6013178887,4.6931
96100.0,5.1153118045,1.2158906334,4.8114
96141.0,5.1177264367,-0.9282638509,5.8365
96178.0,5.1197513155,-0.7901400331,5.5879
96229.0,5.1229215321,0.128793418,4.6104
96234.0,5.1231582007,-0.6987361571,5.9328
96258.0,5.1239783889,0.894255693,5.8251
96275.0,5.1250784871,0.3451108909,4.9733
96288.0,5.1255416621,0.7402392464,5.3695
96302.0,5.1262442609,0.5142248023,5.5161
96327.0,5.1274321524,-0.1843143873,5.2829
96341.0,5.1278496144,-0.8394878497,5.0505
96406.0,5.131387948,-0.4314282444,5.7009
96441.0,5.1331982218,0.8765124377,4.579
96459.0,5.1340354173,0.7800781961,5.3354
96465.0,5.1343506135,-0.4343001708,4.5762
96468.0,5.1344151618,-0.0224545464,4.3265
96483.0,5.1351548897,-0.1226525011,4.9475
96496.0,5.1358738235,-0.3181913017,5.8161
96516.0,5.1368954698,0.2873295281,5.836
96536.0,5.1381385356,-0.2496072941,5.5725
96556.0,5.1390679027,-0.0811143428,5.5444
96620.0,5.1429869903,0.9594667462,5.9926
96665.0,5.1452044648,0.0942090769,5.1849
96683.0,5.1460017966,0.5262732068,4.8387
96693.0,5.1462826628,0.7473187749,5.3929
96757.0,5.1491418161,0.3144025354,4.5281
96807.0,5.1518710935,-0.0108436035,5.6857
96808.0,5.151873158,-0.2843690329,5.4627
96825.0,5.1523656482,0.7945550228,5.1602
96837.0,5.1532979631,0.305015898,4.5523
96840.0,5.1534866483,0.2411296017,5.9709
96950.0,5.1597090585,-0.2814164302,5.1368
96957.0,5.159921016,0.2064132583,5.4016
96977.0,5.1606916788,0.5659534509,5.9726
97063.0,5.1642436739,-0.2699964042,5.5942
97077.0,5.1649323194,0.4498040328,5.658
97081.0,5.1650897075,0.7290778549,5.9653
97118.0,5.1673782571,0.6519549986,5.0477
97122.0,5.167512791,1.2101610148,5.9341
97165.0,5.1704246155,0.7876791647,2.8683
97229.0,5.1734406676,0.1328746663,5.9462
97260.0,5.1749896624,-0.5569090564,5.5249
97278.0,5.1760335296,0.185236481,2.8695
97290.0,5.176487978,-0.3448926756,5.04
97295.0,5.1767617444,0.5886766574,5.1064
97365.0,5.180956447,0.323483842,3.8364
97376.0,5.1812845042,0.6703393701,5.8083
97421.0,5.1837079945,-0.9837073186,5.3919
97433.0,5.1843706449,1.2264050852,3.9974
97473.0,5.1866856969,0.2062267005,5.8489
97496.0,5.1878929462,0.3340905458,5.0402
97534.0,5.1898305558,-1.2654232924,5.4624
97598.0,5.1933764295,-0.8300325241,5.9867
97630.0,5.1948260932,0.6758292246,5.2536
97634.0,5.1950691782,0.708599803,5.6647
97635.0,5.1950985954,0.9248179721,5.1838
97646.0,5.1956107809,-1.0331238628,5.4503
97649.0,5.195749333,0.1547650596,0.8273
97650.0,5.1957581377,-0.1878600635,5.4717
97675.0,5.1968269527,0.1817944325,5.2398
97679.0,5.1970155477,0.3946204573,4.8545
97749.0,5.2003968622,-0.695938482,5.3147
97757.0,5.2010136573,0.8207820703,5.6045
97765.0,5.2011970975,0.4361956797,5.693
97774.0,5.2016026991,0.8365680462,5.8493
97804.0,5.2031438386,0.0175523955,4.044
97816.0,5.2038229571,-0.9594255797,5.9193
97870.0,5.2067077393,1.0039738314,5.1026
97871.0,5.2068060766,-0.0543582249,5.7002
97886.0,5.2074575013,0.4202670055,4.5682
97928.0,5.2104094195,-0.1496474045,5.8708
97938.0,5.2108856843,0.1476836548,4.8749
97961.0,5.2120666613,0.4244534385,5.5668
97966.0,5.2125456293,-0.1435921823,5.6769
97980.0,5.2130637579,0.0047762649,5.6546
97985.0,5.2133161232,0.6456959968,5.9345
98032.0,5.2153113639,-0.7307416679,4.2773
98036.0,5.2155358416,0.1118395311,3.8668
98055.0,5.2169216499,0.9152336137,4.9503
98066.0,5.2178236002,-0.4590161021,4.8317
98068.0,5.2179353241,0.6717197025,4.925
98073.0,5.2181990896,1.0270567939,5.0998
98085.0,5.2186263368,0.2903323047,5.8414
98103.0,5.2195694878,0.1993813493,5.2938
98110.0,5.2198722715,0.6123224263,4.0619
98143.0,5.2217446298,0.6326923138,5.9773
98162.0,5.2226668787,-0.4742035586,4.6951
98174.0,5.2233547242,-1.0280218874,5.2571
98194.0,5.2239059002,0.7045514608,5.4366
98234.0,5.2262021748,0.2930253369,5.5291
98258.0,5.2270444091,-0.27037354,5.0317
98325.0,5.2300215498,0.5407670881,5.4969
98332.0,5.2302556549,-1.2071345085,5.8009
98337.0,5.2305617932,0.3402011954,3.6215
98353.0,5.2314190846,-0.4572034413,5.0045
98375.0,5.232394032,0.4031932923,5.7644
98383.0,5.2331090522,0.7988822558,5.9855
98412.0,5.2348368812,-0.6156866089,4.3114
98416.0,5.235077932,-0.1737874197,5.9969
98421.0,5.235353623,-0.6055879032,5.3595
98425.0,5.2356383393,0.6465203258,5.1062
98438.0,5.2362282758,0.3057213056,5.3258
98470.0,5.2374537609,-0.5882239238,5.7571
98478.0,5.2376680907,-1.1684785173,5.9109
98495.0,5.2385616252,-1.2725227738,3.9531
98512.0,5.2395019409,-0.7873692068,5.8732
98543.0,5.240788147,0.4843910704,4.7148
98571.0,5.2419181308,0.8744916331,5.2243
98583.0,5.2424259622,1.1313399554,5.3131
98608.0,5.2436033736,-1.0363036938,4.7635
98609.0,5.2436022429,0.4328490817,5.8396
98624.0,5.2441620123,-1.1683895885,5.4905
98633.0,5.2446109373,-0.2380147803,5.7222
98636.0,5.2448143272,0.4352480067,5.3147
98688.0,5.2475839593,-0.4836286353,4.4512
98702.0,5.2482812169,1.1846151552,4.6767
98754.0,5.2512603129,0.2797985033,5.6412
98761.0,5.2515074731,-0.6621864867,4.9128
98767.0,5.2517644887,0.5218199248,5.8775
98819.0,5.253911205,0.2979479667,5.9202
98823.0,5.254045138,0.1270239114,5.6799
98842.0,5.2548636992,-0.5594874485,5.1365
98844.0,5.2551247838,-0.0123747566,5.8221
98863.0,5.2560718934,0.5623210806,5.7397
98920.0,5.258493387,0.3489066282,5.2513
98962.0,5.2601842095,1.0820211993,5.5682
99026.0,5.2631595455,0.9279054748,5.9128
99031.0,5.2637624427,0.6278566983,5.5394
99080.0,5.2660509027,0.4121494513,5.0229
99120.0,5.2682158814,-0.9229442388,5.0218
99240.0,5.2739384964,-1.1550470499,3.6876
99255.0,5.2747716299,1.3563191281,4.3714
99303.0,5.2771205676,0.6429721401,4.8843
99404.0,5.2820589889,0.4695657779,5.551
99461.0,5.2848284923,-0.6300182046,5.4432
99473.0,5.2853125576,-0.0143374561,3.2245
99500.0,5.2865109758,1.0834715545,5.8187
99518.0,5.287473055,0.4679055875,5.6616
99531.0,5.2883984392,0.4621427831,5.8807
99572.0,5.2902206058,-0.2202085795,5.9464
99631.0,5.2937194341,-0.0176150177,5.5818
99639.0,5.2940229928,0.8170876033,4.864
99655.0,5.2944418259,0.9872895166,4.3218
99663.0,5.2947158461,1.058375215,5.9392
99675.0,5.2954673023,0.8157900188,3.9123
99738.0,5.2981302832,0.5008198492,5.2522
99742.0,5.2982804186,0.2652458484,4.9747
99747.0,5.2984565463,-0.915349125,5.7763
99770.0,5.2994001092,0.6423882461,4.9931
99824.0,5.3025932247,0.4466641237,4.7129
99825.0,5.3026431862,-0.4718067545,5.8779
99841.0,5.3031677617,0.5886885641,5.8604
99848.0,5.3034969672,0.8327699897,4.0955
99853.0,5.3036365203,0.410308099,5.3413
99874.0,5.3047942647,0.4854498664,4.654
99889.0,5.3058450783,0.7955151199,5.9701
99951.0,5.3092244338,0.4305926631,5.4647
99968.0,5.3098212922,0.7045035448,5.3839
100027.0,5.3129899478,-0.2183095188,4.4114
100044.0,5.3135970529,0.6638001492,4.8623
100064.0,5.3147616297,-0.21894909,3.7388
100069.0,5.3150358988,0.7109092273,5.8637
100097.0,5.3163280332,0.9668630236,5.7816
100108.0,5.3166093117,0.6457675234,5.6041
100122.0,5.3173688154,0.6105647693,5.2876
100195.0,5.3206070829,-0.3336808911,5.4364
100221.0,5.3215596157,1.0865968462,5.7055
100261.0,5.3236893693,1.2021872123,5.5486
100276.0,5.3248102196,0.3105464761,5.9444
100310.0,5.3261490511,-0.2226873307,4.7498
100345.0,5.3276645317,-0.2579841156,3.2104
100357.0,5.3284550718,1.1166631767,5.8161
100435.0,5.3322302682,0.4266652147,5.5015
100437.0,5.3323696885,0.7992717459,5.7513
100453.0,5.3329771576,0.7026116358,2.3548
100469.0,5.3339792213,-0.7338995904,5.5916
100541.0,5.337123001,0.0932542926,5.4699
100574.0,5.339570523,0.6540874143,5.8061
100587.0,5.3400963546,0.561824735,4.5795
100591.0,5.3402120549,-0.7404193653,5.699
100751.0,5.3478960649,-0.990210468,1.8583
100754.0,5.3480178096,0.3736691063,5.8456
100859.0,5.3539578873,0.8618998641,5.8132
100881.0,5.3551940039,-0.3178540243,5.0747
100907.0,5.3562900252,0.6709136867,5.6639
100965.0,5.3592119451,1.4210936621,5.5456
101027.0,5.3619149822,-0.3109071618,4.8543
101067.0,5.3640068257,0.6362551169,5.9906
101076.0,5.3642498904,0.5300313048,4.1032
101084.0,5.3644953241,0.9785743302,5.8806
101093.0,5.3650568295,1.0994551026,4.2715
101101.0,5.3653572789,-0.0503610618,5.0735
101123.0,5.3664432389,-0.3243343046,5.9659
101138.0,5.3671442834,0.8543657282,4.9191
101243.0,5.3726185589,0.8590575763,5.5292
101260.0,5.3734614377,1.3082056034,5.2254
101345.0,5.3773240551,-0.1719784846,5.8003
101421.0,5.3809057021,0.1972803573,3.9978
101427.0,5.3812582266,-1.4131027929,5.9294
101474.0,5.3839180927,0.6152436529,4.7334
101475.0,5.3839651788,0.8149616227,5.7282
101477.0,5.3839817174,-0.7769500959,5.2841
101483.0,5.3841223723,0.2273675708,5.4185
101589.0,5.3900500188,0.2561128374,4.6914
101612.0,5.3912324773,-1.0573431147,4.8282
101692.0,5.3962400382,-0.0445044682,5.0187
101716.0,5.3977697857,0.4618485877,5.5851
101769.0,5.3998210942,0.2547343921,3.723
101772.0,5.3999025096,-0.8253952181,3.2707
101773.0,5.3999934227,-1.0738966208,4.9562
101800.0,5.4010010805,0.1985782675,5.452
101810.0,5.4014090676,0.3188442717,5.7461
101843.0,5.4031470136,-1.4187601732,5.9984
101847.0,5.4032683583,-0.0192872806,4.4737
101867.0,5.4040696713,0.3700303966,4.8068
101868.0,5.4041144638,0.4209032078,5.0151
101882.0,5.4049926961,0.2323927837,5.8469
101899.0,5.4061235829,0.5294355866,5.8477
101909.0,5.4065186865,0.2764293597,5.9349
101916.0,5.4067094956,0.1760365628,5.2133
101923.0,5.4073439062,-0.2610089713,5.2029
101936.0,5.4079631545,0.0084908829,5.3213
101958.0,5.4089393078,0.2777177099,3.765
101983.0,5.4106854908,-1.05675339,5.2317
101984.0,5.4107358266,-0.3165784024,5.2281
102014.0,5.4119614889,-0.5834972616,5.6409
102026.0,5.4128884764,-0.2814231585,5.9557
102066.0,5.4150687248,0.5638690347,5.6858
102092.0,5.4165989749,-0.5514916199,5.8406
102098.0,5.4167684854,0.7902909202,1.2966
102155.0,5.4189926407,0.7280967678,5.6443
102157.0,5.4190337431,-1.1651927226,5.1265
102177.0,5.42016556,0.8785991072,5.3772
102208.0,5.4217998576,1.4404395318,5.7587
102253.0,5.4244094092,1.1633904582,5.6598
102281.0,5.4256138327,0.2631028406,4.504
102333.0,5.4281329938,-0.9061896167,4.584
102358.0,5.4295768318,0.9859087158,5.9499
102388.0,5.4317935644,0.4410629957,5.0868
102395.0,5.4321595407,-1.1554644831,3.4733
102422.0,5.4335931078,1.0792556574,3.5692
102431.0,5.4338787568,1.0049657852,4.6297
102453.0,5.4352286626,0.5361591569,4.3754
102485.0,5.4371199458,-0.4410537256,4.232
102487.0,5.4374259272,-0.3754899812,5.9411
102488.0,5.4376047148,0.5928788067,2.6429
102497.0,5.4381573433,-0.6841549229,5.4638
102531.0,5.4395271707,0.2814277471,5.2448
102532.0,5.4395744565,0.2814304147,4.4364
102571.0,5.441843843,0.5999412818,5.0907
102589.0,5.4428475961,0.6368835017,4.5206
102599.0,5.4435042399,1.4059037516,5.5306
102618.0,5.4440115501,-0.1657310527,3.7818
102624.0,5.4442810213,-0.087748229,4.492
102633.0,5.4445784605,0.1048635873,5.5845
102635.0,5.4446487107,0.8348243608,5.7362
102693.0,5.4475361536,-0.7677401853,5.1917
102724.0,5.4495210391,0.8048435903,4.9239
102772.0,5.4510709038,-0.4499667295,5.8384
102773.0,5.4511195894,-1.2003746327,5.5814
102790.0,5.4518943792,-0.8068114772,5.018
102831.0,5.4540142558,-0.5895665123,5.0571
102843.0,5.4545052704,0.7689743058,5.1189
102916.0,5.45857274,-0.6617117414,5.6668
102949.0,5.4605705729,0.4930645725,5.7914
102950.0,5.4607025269,-0.9007324318,5.2257
102962.0,5.4613099999,-1.0895953593,5.7148
102978.0,5.4621021643,-0.4698273838,4.2197
103004.0,5.463442369,0.4729340977,4.7191
103005.0,5.4635127413,-0.0961160508,5.5292
103045.0,5.4657316812,-0.1567870768,4.8052
103089.0,5.468316189,0.7747039447,4.7404
103094.0,5.4685935089,0.7885691349,5.6436
103127.0,5.4701638283,-0.6948090841,5.5067
103145.0,5.4711640731,0.5835998563,5.596
103200.0,5.4740533766,0.4896980516,5.1534
103226.0,5.4750871282,-0.3128127932,5.9352
103227.0,5.4751400131,-1.0202164157,3.834
103294.0,5.4786378993,0.2394864665,5.3553
103298.0,5.4787741931,0.2193618263,5.5874
103312.0,5.4795925172,0.8275943918,5.801
103359.0,5.4821839006,0.8853819633,5.9125
103371.0,5.4828629911,0.7840844075,5.9741
103389.0,5.483771443,-0.4589556038,5.8109
103401.0,5.4842630147,-0.1692535963,5.6158
103413.0,5.4854543272,0.718503078,3.9504
103460.0,5.4876506813,-0.2798032183,5.9378
103511.0,5.4902497031,0.3896607689,5.4389
103519.0,5.4904699754,0.7761748148,5.7165
103527.0,5.4909485747,0.1891826865,5.6682
103530.0,5.4912440285,0.8807242592,5.546
103569.0,5.493754204,0.0749417644,5.314
103571.0,5.4938002846,0.0749615489,5.3441
103598.0,5.4952660513,1.0373985172,5.6853
103632.0,5.4970272092,0.8293969577,4.7199
103673.0,5.499355335,-0.8947541117,5.8728
103675.0,5.4998013898,0.3373673611,5.7633
103732.0,5.5029447757,0.8055700682,5.3463
