Star,Ra,Dec,Mag
29895.0,1.6480077013,-0.2934930537,5.316
29919.0,1.6489603174,1.073644391,5.0034
29941.0,1.6503347456,-0.3484897554,5.4529
29996.0,1.6530144571,-0.1638857761,5.5309
29997.0,1.6530289548,1.209862836,4.7792
30011.0,1.6536250957,-0.3652209821,5.7333
30060.0,1.6564185904,1.0299345941,4.4594
30069.0,1.6566776748,-0.6003338375,5.7368
30073.0,1.6568120316,-0.1365355377,5.2032
30093.0,1.6580340164,-0.0513910527,5.0033
30099.0,1.6583702373,0.2557111355,5.7744
30122.0,1.6594290263,-0.5247049047,2.9524
30143.0,1.6606981813,-0.595928587,5.4788
30214.0,1.6642236414,-0.2054818607,5.5389
30247.0,1.6657791917,0.9329202843,5.4401
30277.0,1.6672872363,-0.5835730521,3.9932
30321.0,1.6695696106,-1.2214534548,5.6847
30324.0,1.6698428407,-0.3133898686,1.8911
30342.0,1.6708523292,-0.9838407166,5.6731
30343.0,1.6709775899,0.3929408129,2.9141
30419.0,1.6745050725,0.08016016,4.4559
30436.0,1.6752189289,-0.4464121075,5.7311
30438.0,1.6753045113,-0.9197137785,-0.5536
30444.0,1.6755901885,-0.640673657,5.7866
30457.0,1.6762689862,-0.201236635,5.372
30463.0,1.6765254105,-1.0521088727,5.7871
30520.0,1.6794359369,0.8602361161,5.0056
30545.0,1.6810725534,-0.0164995196,5.9959
30565.0,1.6819629631,-1.2163336889,5.5411
30591.0,1.6830541206,-0.8408446411,5.7478
30651.0,1.6861235969,0.9823593335,5.5976
30666.0,1.6871218773,-0.0263067284,5.8997
30679.0,1.6877973254,1.0195762051,5.3358
30703.0,1.688906813,-1.0123277166,5.9884
30717.0,1.689606689,0.0052231837,5.3736
30720.0,1.6897398197,-0.004816878,5.7052
30728.0,1.6900951271,0.0507586438,5.7109
30772.0,1.6927928078,-0.0831151381,4.9912
30788.0,1.6937124082,-0.5686305299,4.4188
30827.0,1.6954483722,0.5322044696,5.9029
30836.0,1.6956898626,-0.3048397794,5.9273
30840.0,1.6958233183,-0.5649857215,5.671
30867.0,1.6965381174,-0.1227499079,3.7921
30883.0,1.697172009,0.3527688585,4.0991
30932.0,1.6994081674,-0.9922693247,5.3654
30953.0,1.7009052775,-0.8768352564,5.3084
31037.0,1.7050625597,-0.4846707625,5.8667
31072.0,1.7070118089,-0.6153832177,5.9704
31079.0,1.7073842902,-0.9045379601,5.7004
31084.0,1.7077333798,-0.2162796128,5.327
31119.0,1.709570983,0.2014868066,5.2842
31121.0,1.7097003527,-0.1423871182,5.5935
31125.0,1.7097949453,-0.408728828,4.2586
31137.0,1.7102998918,-1.0254479718,5.679
31165.0,1.7119740558,-0.6579282881,5.4125
31167.0,1.7121047036,-0.1024284591,5.6741
31173.0,1.7124009093,0.5664455678,5.8784
31190.0,1.7132572556,-0.5590368836,5.6609
31216.0,1.7143663549,0.127984629,4.5019
31277.0,1.7174165584,0.2470578919,5.734
31278.0,1.7175436639,-0.0212949448,5.0482
31299.0,1.7183851039,-0.6323723636,5.5671
31362.0,1.7217185058,-0.5710064727,5.5963
31407.0,1.7234099048,-0.9245992449,4.3706
31416.0,1.7237584259,-0.4008119534,4.533
31434.0,1.7243898079,0.4890821669,5.268
31446.0,1.7246637875,0.015537308,5.7994
31457.0,1.7252742767,-0.6419308798,5.5514
31564.0,1.7295382073,-0.3256774596,5.8699
31579.0,1.730263987,0.6710014689,5.3488
31583.0,1.7304452517,-0.090950998,5.4943
31592.0,1.7308574846,-0.336075528,4.12
31637.0,1.7332459051,-0.64560923,5.6824
31665.0,1.7350317275,0.9923507039,5.8799
31681.0,1.7353446674,0.2862237699,1.929
31685.0,1.7355606227,-0.7539110968,3.1395
31688.0,1.735696758,-0.5644375693,5.417
31700.0,1.7361245261,-0.3183036734,4.5975
31737.0,1.7382766199,0.5058730639,5.7655
31765.0,1.7393393168,-0.8416018051,5.209
31771.0,1.7394790915,0.687504672,5.8516
31789.0,1.7401795568,0.6964315398,5.3219
31827.0,1.7421815788,-0.2468898576,4.9771
31832.0,1.742407791,0.7415731527,4.9636
31852.0,1.7433747582,0.4932851632,5.9973
31870.0,1.744068666,-0.5318022456,5.8707
31897.0,1.7455407601,-1.4104655398,5.6721
31940.0,1.7474263438,1.3612834603,5.8765
31978.0,1.749595213,0.1727135988,4.5554
31992.0,1.7500885318,0.0086452352,5.7557
32064.0,1.7537916459,-0.1600017418,5.3245
32104.0,1.7558246732,0.3079723138,5.2513
32173.0,1.7587834313,0.7770995314,5.1674
32226.0,1.7612296284,0.0686356796,5.869
32246.0,1.7624865547,0.4386214075,3.1915
32249.0,1.7627312094,0.2308746517,4.6618
32292.0,1.7648528712,-0.5422831871,5.1843
32311.0,1.7660888369,0.5056391522,5.5643
32349.0,1.7678185359,-0.2916993748,-1.0876
32362.0,1.7684136731,0.2250786224,3.4417
32385.0,1.7694141293,-0.5401617922,5.5752
32402.0,1.7710525858,-0.9147220608,5.9362
32411.0,1.7714656423,-0.2582403907,5.3291
32438.0,1.7725384048,1.0374532129,4.8902
32439.0,1.7725614413,1.388693527,5.5505
32463.0,1.7738667566,0.149874372,5.8572
32474.0,1.7743470291,-0.1764067413,5.6531
32480.0,1.774733617,0.7605625628,5.3677
32489.0,1.7751085264,0.9977919979,5.5026
32492.0,1.7752248296,-0.2517811198,5.2764
32494.0,1.7753411915,-0.8947508826,5.5317
32531.0,1.7772331369,-0.9693567249,5.7139
32533.0,1.7773156344,0.1402770488,4.9161
32537.0,1.7774292624,-0.661997669,5.2453
32558.0,1.7785794939,-0.1570534656,5.1604
32562.0,1.7787509151,0.8515367332,5.3919
32578.0,1.779629103,0.042100637,4.6471
32607.0,1.7810748356,-1.0810914905,3.3114
32609.0,1.7811254019,0.9722260308,5.6455
32617.0,1.7816239518,-0.0230180844,5.8221
32677.0,1.7844346832,-0.2643250712,5.3632
32698.0,1.7857928275,-0.0396543687,5.7301
32740.0,1.7876053794,0.5690973998,5.8757
32753.0,1.788224021,0.2827941803,5.8168
32759.0,1.7882691106,-0.5673801423,3.4644
32761.0,1.7883309724,-0.9358890423,4.5681
32765.0,1.7885710234,-0.8135934313,5.2429
32768.0,1.7886815487,-0.8833879239,3.1077
32809.0,1.7905458641,-0.2981817872,5.9175
32810.0,1.7906605277,-0.5533757364,5.7596
32814.0,1.7908168768,0.2341044155,5.8628
32844.0,1.7923050224,0.7292258849,5.1485
32851.0,1.7925854172,-0.0094322351,5.8655
32855.0,1.7927694398,-0.5998228974,5.1659
32864.0,1.793114052,1.1793525405,5.0838
32912.0,1.7952877755,-1.2385462622,5.3734
32921.0,1.7957292569,0.3798051409,5.2794
32968.0,1.7976899873,0.4119281156,5.8119
33018.0,1.8011317943,0.5927377222,3.6405
33024.0,1.8012879545,0.1462664243,5.8251
33048.0,1.8024205834,1.0375747617,5.4813
33077.0,1.8034227554,-0.3321846578,5.7267
33092.0,1.8044457777,-0.352979989,4.7485
33104.0,1.8051243139,1.2023275084,5.0746
33152.0,1.806994267,-0.4220943209,4.0047
33160.0,1.8072506712,-0.2101130761,4.2092
33184.0,1.8082088924,-0.0196691702,5.4954
33202.0,1.8092223928,0.2299997762,4.7265
33248.0,1.810978231,-0.3561318331,5.8223
33277.0,1.8121383289,0.4428884042,5.8774
33302.0,1.8134988302,-0.3514498565,4.749
33316.0,1.8141919374,-0.4004038298,5.2543
33345.0,1.8156257947,-0.2451043797,5.118
33347.0,1.8157406554,-0.2976527589,4.369
33357.0,1.8163051823,-0.8503447349,5.0215
33372.0,1.81702176,0.1737754471,5.8785
33377.0,1.8174739191,0.8076334209,5.8284
33384.0,1.8176499031,-1.3861437964,5.4744
33449.0,1.8207128213,1.0196747522,4.5021
33478.0,1.821976038,-0.429893028,5.5373
33485.0,1.822205542,0.7870405556,4.9171
33558.0,1.82569481,-0.5953619281,5.018
33575.0,1.8264800367,-0.4435609361,5.5362
33579.0,1.8265995338,-0.505658351,1.416
33682.0,1.8319105063,-1.185375477,5.3277
33694.0,1.8328755476,1.3435098023,4.695
33715.0,1.8337464985,0.2806315839,5.8435
33729.0,1.834323631,-0.1467267687,5.9326
33779.0,1.8363412778,-0.8971452027,5.2276
33804.0,1.8373916782,-0.4400960399,5.5815
33827.0,1.8385149743,1.2358385677,5.846
33856.0,1.8400971203,-0.4875549628,3.5847
33878.0,1.8410600603,-0.0998691616,5.3014
33914.0,1.8425942969,0.2676648989,5.9525
33927.0,1.8431247506,0.4226392708,5.3494
33929.0,1.8431783502,0.3098911543,5.9755
33937.0,1.8437435967,0.2910243144,5.9432
33971.0,1.8453060477,-0.0739886632,4.916
33977.0,1.8457928417,-0.4159695755,3.005
34000.0,1.8467844714,-1.0328533112,5.4586
34033.0,1.848454442,0.1911457647,5.2856
34045.0,1.848994038,-0.2728518335,4.0738
34059.0,1.8495876549,-0.8654085566,4.9752
34065.0,1.8498599592,-0.7611203546,5.7033
34081.0,1.8502531993,-0.7389279635,5.2644
34086.0,1.8504308116,-0.0929208248,5.7942
34088.0,1.8505242699,0.3590194508,4.1689
34105.0,1.8513812122,-0.9904696639,5.1422
34215.0,1.8572485617,0.1603230966,5.8898
34267.0,1.8596214434,0.6016863198,5.7102
34301.0,1.8617404286,-0.1971178187,5.4112
34339.0,1.8636542772,-0.7137226522,5.745
34360.0,1.8647817058,-0.416099314,5.7159
34387.0,1.8667376146,0.1303986977,5.9066
34440.0,1.8691052694,0.2780471131,5.6405
34444.0,1.8692102558,-0.4606483732,1.9628
34473.0,1.8705813569,-1.2304107997,5.7817
34481.0,1.8707620463,-1.230443056,3.9295
34495.0,1.8712166776,-0.6921220736,4.768
34579.0,1.8749946618,-0.4403647874,5.6324
34622.0,1.8772239235,-0.0739606929,5.0791
34624.0,1.8776344212,-0.4798176173,5.6244
34670.0,1.8796831518,-0.8540345804,5.275
34693.0,1.8812025158,0.5278797345,4.5603
34722.0,1.8822707019,0.4687373011,5.7979
34724.0,1.8823108063,-0.0052692486,5.5135
34752.0,1.8834496923,0.6862729516,5.037
34758.0,1.8836182981,-0.3644791272,5.8325
34769.0,1.8843636578,-0.008600645,4.1544
34798.0,1.8858441286,-0.4527839525,5.8611
34802.0,1.8861061335,-0.70683703,5.3261
34817.0,1.8868340082,-0.6378200886,5.8963
34819.0,1.8868745757,0.4211253137,5.9435
34834.0,1.8874093014,-0.8161083574,4.5642
34888.0,1.8898421812,-0.1963732857,5.9022
34899.0,1.8902912949,-0.7885838223,4.8819
34909.0,1.8909382215,0.2820289358,5.0026
34912.0,1.8910201307,0.8976003648,5.5176
34922.0,1.891662816,-0.7791242216,4.1465
34981.0,1.8947888074,-0.4599381769,4.3786
34987.0,1.8951414517,0.0543045442,5.5307
34999.0,1.895737019,-0.1800525037,5.9606
35005.0,1.8960566394,0.2114617494,5.8701
35020.0,1.8964561829,-0.8425040863,4.7296
35025.0,1.8967325301,0.4343287097,5.9465
35029.0,1.8970293269,-0.8176810358,5.6878
35037.0,1.8972210119,-0.4672715214,3.9854
35044.0,1.897404749,-0.4719007926,5.7432
35054.0,1.8978383304,-0.7230273814,5.8946
35083.0,1.8995785608,-0.535580017,5.3003
35120.0,1.9009119847,0.1392377791,5.8047
35136.0,1.9016899004,0.8245008035,5.6685
35146.0,1.9020467193,1.0408811287,5.3698
35152.0,1.9022034678,0.4869019436,5.8356
35180.0,1.9034691941,-0.2720209923,5.4899
35181.0,1.9035340421,-0.8163709692,5.7866
35202.0,1.9047255857,-0.6687916727,5.7621
35205.0,1.9049542626,-0.4866200201,4.7283
35210.0,1.9050877433,-0.4069340091,4.9479
35226.0,1.9060024983,-0.6386621921,4.9692
35228.0,1.9060326796,-1.1860764138,4.1197
35264.0,1.907395009,-0.6474732902,2.8296
35341.0,1.9112973364,0.7135492901,5.9277
35347.0,1.9114451116,-0.7677140074,5.8208
35350.0,1.9115432695,0.2886857528,3.6148
35363.0,1.9124736756,-0.6411286843,4.6661
35384.0,1.9134611102,0.8633226882,5.0523
35393.0,1.9135731653,-0.6843489617,5.2607
35406.0,1.913912986,-0.6412819534,5.0554
35412.0,1.9140721067,-0.4286303119,4.8557
35415.0,1.9142253386,-0.4355361773,4.3329
35427.0,1.9148646515,-0.4640109788,5.456
35487.0,1.9175409961,-0.2861452071,5.7864
35550.0,1.9203995423,0.3836642074,3.6031
35564.0,1.9214226399,-0.913014598,5.6053
35589.0,1.922684868,-0.9090708913,5.3577
35611.0,1.9238560041,-0.4706079827,5.9357
35615.0,1.9241012839,-0.2506378088,5.7517
35626.0,1.9245411476,-0.4518949948,5.9069
35643.0,1.9255009951,0.7893804844,5.8251
35699.0,1.9283633404,0.3568101629,5.2102
35710.0,1.9287843327,0.6415941668,5.285
35712.0,1.9288417128,0.0030914211,5.9709
35727.0,1.9295727567,-0.3319020117,4.9465
35749.0,1.9304357402,-0.1044196972,5.9136
35785.0,1.9323748686,0.9648436771,5.7836
35795.0,1.933003268,-0.5571752488,5.3603
35846.0,1.935028662,0.4372154576,5.1874
35848.0,1.935059265,-0.4857998889,5.496
35855.0,1.9352720359,-0.5620322979,5.3442
35904.0,1.9377303527,-0.5114359187,2.4215
35907.0,1.9379314722,0.7098680026,5.3785
35941.0,1.9397475949,0.4823709383,5.8579
35951.0,1.9402381993,-0.2827681834,5.173
35957.0,1.9405056537,-0.5551704961,5.5006
35984.0,1.9414663645,0.9056049917,5.9137
35987.0,1.9415471056,0.2036722443,5.4091
35998.0,1.9422923735,-0.2400172562,5.884
36024.0,1.9435167277,-0.4401330266,5.7594
36039.0,1.9444559376,-1.3804542595,5.688
36041.0,1.9445075841,0.161898806,5.1588
36046.0,1.9448550159,0.4851716099,3.9507
36114.0,1.9476315046,-0.8904407367,5.2581
36143.0,1.9491307307,-0.5958677629,5.8476
36145.0,1.9491590555,0.8589052354,4.6188
36168.0,1.9503681433,-0.4029272922,5.5706
36186.0,1.9509866036,-0.3118007139,5.6871
36188.0,1.9510651917,0.1446774771,2.8546
36236.0,1.9535280177,-0.3989682551,5.9518
36238.0,1.9536338914,0.3742954351,5.3365
36251.0,1.9541624547,-0.2017053005,5.9204
36258.0,1.9547082106,-0.5088664845,5.5418
36265.0,1.9549197819,0.1211620966,5.2924
36284.0,1.9554835764,0.1557794265,4.4592
36345.0,1.9584892072,-0.5558596548,5.8909
36348.0,1.9585128641,0.8409701073,5.678
36362.0,1.9594899686,-0.5490147761,5.7175
36363.0,1.9595474001,-0.6773990202,5.3536
36366.0,1.9596127559,0.5547368361,4.2473
36377.0,1.9601413383,-0.7557605692,3.3757
36388.0,1.9604901912,-0.0332538817,5.728
36393.0,1.9606202227,0.4907587272,5.1152
36396.0,1.9607400146,-0.1802341621,5.8586
36399.0,1.9609944927,-0.131798082,5.9698
36425.0,1.9626068952,0.2095548943,4.7088
36429.0,1.9626795765,0.487229605,5.182
36431.0,1.9628710281,-0.4018498295,4.921
36439.0,1.9631940982,0.866951501,5.458
36514.0,1.9665940991,-0.5403937839,4.805
36528.0,1.9673278096,1.1949523558,5.8012
36547.0,1.9681845373,1.4383532148,4.9069
36616.0,1.9713763568,0.2982109541,5.6186
36641.0,1.9726547566,0.033414018,5.3051
36721.0,1.97729643,-0.4312844708,5.896
36723.0,1.9774344224,0.0574261284,5.6676
36732.0,1.9780070788,-0.3388094968,5.8068
36760.0,1.979239656,0.2762278863,5.294
36773.0,1.9800737117,-0.2534898982,4.9406
36778.0,1.9802978016,-0.6342247542,5.376
36795.0,1.9811818463,-0.3891417599,4.5496
36812.0,1.9821045491,0.0588479014,5.8305
36817.0,1.9823066799,-0.409692728,5.1662
36848.0,1.9834812844,-0.4714561703,5.941
36850.0,1.9835670383,0.5565616766,1.5811
36896.0,1.985953208,0.5403698277,5.5097
36917.0,1.9869800769,-0.4951373077,4.6109
36942.0,1.9881991073,-0.9168879207,5.0749
36962.0,1.9893387913,0.4694238089,4.1682
36981.0,1.9899587892,-0.2529466139,5.6288
37023.0,1.9919776079,0.8059994648,5.7498
37036.0,1.9926597696,-0.3438709357,5.652
37043.0,1.9928697268,-0.8522472378,5.6864
37088.0,1.9952553572,-0.0717508763,5.237
37096.0,1.9956472747,-0.6103166895,4.5064
37140.0,1.9979568399,0.8512653457,5.9843
37173.0,1.999714435,-0.4426990644,4.6539
37174.0,1.999726394,-0.8482552944,5.7909
37204.0,2.0007899031,0.6117114433,5.7406
37223.0,2.0015948031,-0.6369900538,5.7336
37229.0,2.0020294906,-0.4678161407,3.7439
37265.0,2.0034893762,0.6036157139,4.9874
37279.0,2.0041134442,0.0912372189,0.4607
37297.0,2.0047545579,-0.6686017814,4.7771
37300.0,2.0048445175,0.3084784895,5.1487
37322.0,2.0059526866,-0.665656852,5.6938
37329.0,2.0062474349,-0.6677747648,5.7412
37369.0,2.008199289,0.6692389463,5.8603
37379.0,2.0088166763,-0.2664044748,5.1066
37391.0,2.0093896571,1.5187882427,5.1339
37441.0,2.0123970221,0.840059286,5.748
37447.0,2.0125738273,-0.1666978497,4.0986
37450.0,2.012643019,-0.6725377029,5.3684
37478.0,2.0140486321,0.0632651728,5.9508
37504.0,2.0150695931,-1.2672161175,4.1071
37508.0,2.0152639342,0.2352793561,5.8627
37521.0,2.0160893863,0.2479856294,5.5874
37590.0,2.0193571714,-0.4599161438,5.7978
37606.0,2.0200121532,-0.7883961705,5.1867
37609.0,2.0202518886,1.0246913004,4.9827
37623.0,2.02109114,-0.6291933639,5.5594
37629.0,2.0215774378,0.5041221495,4.3955
37648.0,2.0225744898,-0.4958647459,4.731
37664.0,2.0232604101,-0.7144213754,5.2921
37677.0,2.0237436009,-0.5053572058,4.0152
37701.0,2.0248864707,0.8802369277,5.3145
37704.0,2.0250854295,0.4500193684,5.4224
37710.0,2.0252904893,-0.6294130871,5.8737
37740.0,2.0265358685,0.4258276839,3.7285
37751.0,2.0270670386,-0.4306441421,5.5503
37752.0,2.0270689764,-0.6622295042,5.854
37819.0,2.03005819,-0.6626770595,3.72
37826.0,2.0303534384,0.4891513905,1.2947
37853.0,2.0315034632,-0.5964933381,5.4757
37891.0,2.0330814529,-0.2541866143,5.1162
37901.0,2.0334657622,-0.1181986631,5.6414
37908.0,2.0338535401,0.3230633901,4.9991
37915.0,2.0340764329,-0.662067967,5.8384
37921.0,2.0344880609,0.1879424871,5.2598
37946.0,2.0361635912,0.6548015133,5.2301
37995.0,2.0385851778,-0.393040037,5.8304
38010.0,2.0394899417,-0.6721464731,5.0403
38016.0,2.0398780482,0.5832151505,5.2343
38020.0,2.0399633615,-0.8134719504,5.1672
38048.0,2.0418012135,-0.2128061279,5.5798
38070.0,2.042411557,-0.4526891972,4.4428
38089.0,2.0435076768,-0.8216579378,4.8605
38146.0,2.0465219238,-0.4348006743,5.4547
38152.0,2.0468874105,-0.9845469539,5.7366
38159.0,2.0473342203,-0.8178218581,5.7746
38160.0,2.0473400159,-1.0521547901,5.8749
38164.0,2.0474384044,-0.8093654997,4.031
38167.0,2.0474641694,-0.6151117677,5.9286
38170.0,2.0476827291,-0.4338850835,3.5109
38200.0,2.0489749822,-0.5810018538,5.7047
38210.0,2.049379867,-1.1553376826,5.7683
38211.0,2.0493923798,-0.3006874736,5.3308
38253.0,2.0515310215,-0.1602812935,5.7758
38370.0,2.0580604667,-0.7485406881,5.981
38373.0,2.0581792855,0.0308378372,5.0892
38375.0,2.0582561621,-0.3695515164,5.78
38382.0,2.0584954008,-0.2425517202,5.277
38414.0,2.0604372166,-0.7081812855,3.8645
38423.0,2.0606377505,-0.6057343422,5.1107
38427.0,2.0608617584,-0.259114702,5.785
38438.0,2.0616517524,-0.948886373,5.6423
38455.0,2.0622994652,-0.6782842029,4.4288
38474.0,2.0629698009,-0.09473974,5.8573
38497.0,2.0641074074,-0.6346675827,5.609
38500.0,2.0641167213,-0.8659115865,4.5444
38518.0,2.0651726774,-0.8395548287,4.1865
38538.0,2.0660216168,0.4671523484,5.0049
38593.0,2.0690159299,-0.6261769349,5.4164
38639.0,2.0713232097,0.8301587366,5.6016
38656.0,2.072097986,-1.0001239876,5.779
38712.0,2.074864701,0.1546895297,5.9457
38722.0,2.075480401,0.3470424334,5.374
38732.0,2.0759670135,-0.7652406231,5.9948
38783.0,2.0782983826,-1.0563860413,5.887
38827.0,2.0803409671,-0.9247173375,3.3939
38835.0,2.0806912321,-0.3993339243,4.3403
38846.0,2.0811458208,-0.7592256255,5.3028
38848.0,2.0812665158,0.2755941663,5.9651
38872.0,2.0826454429,-0.7698625609,5.0214
38901.0,2.0842221407,-0.5294384193,4.8279
38908.0,2.0846724961,-1.0524921938,5.7112
38917.0,2.0850673075,-0.7954817131,5.3055
38957.0,2.0867188513,-0.8594861421,4.377
38962.0,2.0871772674,0.0388252935,5.4568
38994.0,2.0893450601,-1.0615875881,5.762
39014.0,2.0901635178,-0.7891656836,5.9337
39023.0,2.0904479299,-0.4068432763,5.2613
39061.0,2.0920989049,-0.6858592311,5.3147
39070.0,2.0927622222,-1.057444181,5.2633
39079.0,2.0932449787,-0.0642207572,5.0967
39095.0,2.0938173326,-0.3211256197,4.6427
39117.0,2.0952500396,1.2901126552,5.5071
39138.0,2.0958473078,-1.1094622214,4.7573
39177.0,2.0978358516,0.3020939748,5.7693
39184.0,2.0980285748,-0.9451184088,5.8164
39211.0,2.0997253594,-0.0243023825,4.814
39213.0,2.0997699465,0.085168202,5.6608
39221.0,2.1002672152,1.0305701277,5.8737
39236.0,2.1009608726,0.287199574,5.9951
39251.0,2.1014875274,-0.6507238819,5.9568
39311.0,2.1042819057,0.0407414684,4.5441
39360.0,2.1063788881,-0.7209931655,5.4622
39380.0,2.1077883125,-0.5665962022,5.9819
39424.0,2.1097466607,0.4851041005,5.1084
39429.0,2.110035446,-0.6981873479,2.1364
39487.0,2.1130260147,-0.5702836595,5.2527
39538.0,2.1152798683,1.3871831973,5.3833
39566.0,2.116481273,-0.9269079507,5.6742
39567.0,2.1165396779,0.2289587587,5.159
39690.0,2.1235089283,-0.7900414765,5.1932
39734.0,2.126250722,-0.3587410095,5.3772
39757.0,2.1273165334,-0.4241924449,2.9157
39780.0,2.1282720385,0.3766765969,5.4237
39794.0,2.1289992235,-1.1975949534,4.3109
39847.0,2.1313017943,0.8989610785,4.8196
39863.0,2.1318947824,-0.0520767303,4.522
39903.0,2.1337274152,-1.0699166065,4.8438
39906.0,2.1337845298,-0.3358886315,4.3527
39919.0,2.134356926,-0.8497032426,5.6352
39943.0,2.1357404898,-0.2835969173,5.6069
39953.0,2.1359888699,-0.8261797305,1.7034
39957.0,2.1361107783,-0.9788761985,5.7211
39961.0,2.1362774072,-0.7700877703,5.1346
39970.0,2.1368036657,-0.8366622626,5.159
40023.0,2.1400084077,0.4452017254,5.8748
40035.0,2.1409355083,-0.2408440483,5.6364
40077.0,2.1431773903,-0.8458215264,5.7728
40084.0,2.1435785742,-0.2256190322,4.8789
40091.0,2.1439552034,-0.6914741991,4.5587
40096.0,2.1442749268,-0.7502697246,4.8043
40107.0,2.1447936484,-0.1356553016,5.5155
40155.0,2.146752894,-0.814097832,5.9042
40167.0,2.1476792386,0.308018078,4.7809
40183.0,2.1489945743,-0.8074645023,5.9726
40215.0,2.1503029841,1.1950976977,5.5047
40240.0,2.1517636761,0.5176050709,5.5974
40259.0,2.1525709312,-0.2755563286,5.1622
40274.0,2.1532652365,-0.6265652095,4.7332
40282.0,2.1536073368,-0.8760866396,5.6111
40285.0,2.1537481743,-0.8201590709,5.0877
40321.0,2.1553593146,-0.6339437232,5.0194
40326.0,2.1556916011,-0.7042007395,4.5868
40344.0,2.1564480519,-0.6194186106,5.9396
40357.0,2.1572181057,-0.7999637803,5.7926
40429.0,2.1610051494,-1.0980846661,5.1904
40526.0,2.1664589236,0.1603200729,3.6714
40646.0,2.1722381851,1.0397123296,5.6889
40678.0,2.1741993736,-0.6187489789,5.754
40680.0,2.1743004662,-1.1451671717,5.2313
40702.0,2.1752087028,-1.3425069551,4.1488
40706.0,2.1753633422,-0.6398295507,4.5022
40772.0,2.1785478716,1.0909553796,5.8873
40793.0,2.1796407957,1.3222067963,5.7066
40817.0,2.1808612984,-1.2481721489,5.3194
40834.0,2.1817022296,-1.2480057528,5.6004
40843.0,2.1819431676,0.4750545623,5.2335
40866.0,2.1831838165,0.3621179792,5.9733
40875.0,2.1835521227,1.0078097393,5.9813
40881.0,2.1839995253,0.4192692197,5.9153
40888.0,2.1844895752,-1.3523609778,4.5099
40932.0,2.1869049702,-1.0118237498,5.9362
40943.0,2.1875556425,-0.6367693043,5.1127
40944.0,2.1875683663,-0.3504448758,5.7236
40945.0,2.187699996,-0.5769076257,4.9864
40990.0,2.1900000581,-0.3069388443,5.8771
41003.0,2.1907170658,-1.2810727017,5.2946
41037.0,2.1926327481,-1.0386373711,1.9996
41039.0,2.1926933983,-0.846317092,4.75
41074.0,2.1940199257,-0.4598634532,5.9787
41075.0,2.1940337769,0.7537792972,4.3649
41080.0,2.1943225651,-0.1316525542,5.9817
41081.0,2.1944010014,-0.9097315266,5.9059
41152.0,2.1982806688,0.9288633793,5.5632
41191.0,2.2005970945,-1.4122282716,5.8383
41211.0,2.2016701634,-0.0654703974,5.7125
41242.0,2.2031288622,-0.4041103394,5.6954
41250.0,2.2032756847,-0.7464747057,5.9071
41260.0,2.203751454,-0.4196864485,5.4468
41296.0,2.2057572335,-0.9028144364,5.1213
41299.0,2.2060634719,0.0366911741,5.8623
41307.0,2.2063631264,-0.0681789261,3.8987
41312.0,2.2066958591,-1.1543000348,3.9319
41323.0,2.2072541364,-0.735710455,5.4028
41325.0,2.2074624263,0.1320259358,5.2929
41375.0,2.2098216211,-0.0695915079,5.667
41377.0,2.2098579494,0.4868397329,5.729
41395.0,2.2108963246,-0.2187689899,5.6825
41400.0,2.2110376414,0.2208690171,5.5917
41404.0,2.2112649372,0.4701129165,5.535
41451.0,2.213425647,-1.2233640211,5.5168
41483.0,2.2148701504,-0.9265698158,5.1527
41515.0,2.2165263849,-0.6128512199,5.6946
41616.0,2.2212774934,-0.8365178022,5.2942
41621.0,2.2214821825,-0.7707449244,5.7842
41639.0,2.2229304698,-0.7805954974,4.9703
41674.0,2.2242515342,-0.8086412003,5.9407
41704.0,2.2264605431,1.0597365381,3.5041
41723.0,2.2273760844,-0.5612854493,5.7575
41816.0,2.2318813225,0.4202965138,5.7859
41817.0,2.2319084463,-0.3416908094,5.408
41822.0,2.2322591662,0.315809606,5.4518
41861.0,2.2343830802,-0.9287239158,5.8035
41909.0,2.2371139367,0.3567674756,5.5011
42001.0,2.2411806961,-0.6780400401,5.8883
42028.0,2.2428671468,-0.0375525906,5.8133
42080.0,2.2453797034,1.136999515,5.5208
42088.0,2.2459194046,-0.8716915375,5.158
42090.0,2.2459408431,0.6356440095,5.7824
42129.0,2.2482444038,-1.0162138267,5.2101
42134.0,2.248540268,-1.0124531932,5.0097
42146.0,2.2491629935,-0.1393179574,5.7243
42177.0,2.2508958551,-0.889588681,5.7462
42265.0,2.2562588534,0.1685219453,5.9576
42286.0,2.2572086125,-1.0969989855,5.6141
42312.0,2.2586481367,-0.7503014052,4.1704
42313.0,2.2587038464,0.099550065,4.1512
42334.0,2.2596318521,-0.4582356734,5.2406
42372.0,2.2618201367,0.9320333127,5.8189
42402.0,2.2635065148,0.0583197377,4.6208
42425.0,2.2649376358,-1.228478829,5.199
42430.0,2.2651515866,-0.3955423445,5.1865
42438.0,2.2654186286,1.1348251786,5.7592
42459.0,2.2663003536,-0.9327008905,5.4099
42483.0,2.2676547185,-0.5159343707,5.0306
42504.0,2.268755132,-0.9259806276,5.1282
42509.0,2.26903852,-0.2177363569,5.1178
42515.0,2.2693742935,-0.6162461035,4.1264
42527.0,2.2698660347,1.1227331662,4.7499
42535.0,2.2701998565,-0.9252942285,5.518
42536.0,2.2702086018,-0.9236626696,3.5371
